"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp"
85,605141,"Betts, Mookie",372,22.8,0.357,0.329,0.365,0.686,0.494,0.431,0.312,25,70,92.1,22.8,2179,88.7,88.85,7,65,20,0.20000000000000284,6.4,109,153,122,147,305,323,295,"-12.8","12.8"
83,660271,"Ohtani, Shohei",319,26,0.338,0.324,0.375,0.662,0.441,0.485,0.362,25,74,94.5,16.6,2154,88.8,88.9,12,72,11,0.10000000000000853,6.38,114,146,127,152,302,326,305,"-3","3"
79,518692,"Freeman, Freddie",324,24.4,0.299,0.104,0.365,0.403,0.361,0.365,0.272,20,67,87.5,14.9,2208,88.6,88.78,11,64,15,0.20000000000000284,6.41,118,145,124,151,294,320,301,"-1.7","1.7"
78,592518,"Machado, Manny",282,27.7,0.254,0.211,0.286,0.465,0.346,0.314,0.23,18,71,90.9,8,2129,90.5,90.59,15,68,10,0.09999999999999432,6.49,109,150,124,146,299,324,296,"0.1","-0.1"
78,630105,"Cronenworth, Jake",314,24.8,0.265,0.221,0.283,0.485,0.359,0.421,0.334,18,68,91,14.7,2116,90.2,90.4,10,67,11,0.20000000000000284,6.51,117,145,118,150,278,314,305,"-4.3","4.3"
78,663656,"Tucker, Kyle",280,27.9,0.269,0.239,0.28,0.507,0.382,0.46,0.363,18,67,92.4,20.6,2298,89.1,89.16,9,64,14,0.10000000000000853,6.48,117,144,126,151,289,331,299,"-7.9","7.9"
78,514888,"Altuve, Jose",301,25.9,0.382,0.338,0.396,0.721,0.505,0.409,0.304,26,68,89.1,21.9,2316,90.5,90.69,7,65,13,0.20000000000000284,6.52,112,153,112,148,289,327,291,"-5.9","5.9"
77,665742,"Soto, Juan",327,23.5,0.344,0.197,0.367,0.541,0.443,0.433,0.309,21,61,94,6.5,2228,89.8,90.09,7,59,18,0.29999999999999716,6.52,115,147,128,151,290,322,299,"-9.4","9.4"
77,668804,"Reynolds, Bryan",320,24.1,0.254,0.164,0.3,0.418,0.345,0.376,0.267,17,67,87.2,9.2,2168,89.8,90.07,13,65,12,0.29999999999999716,6.56,112,147,119,148,294,317,294,"-2.7","2.7"
77,665487,"Tatis Jr., Fernando",276,27.9,0.29,0.246,0.283,0.536,0.393,0.398,0.313,20,69,90.4,9.1,2140,88.5,88.72,9,67,10,0.20000000000000284,6.52,109,151,124,147,302,325,296,"-7","7"
75,543760,"Semien, Marcus",232,32.3,0.288,0.167,0.298,0.455,0.369,0.401,0.345,19,66,87.1,15.4,2304,89.2,89.23,6,65,10,0,6.41,107,152,121,146,303,321,291,"-8.1","8.1"
75,650402,"Torres, Gleyber",322,23.3,0.203,0.031,0.26,0.234,0.255,0.293,0.207,13,64,88.6,16.4,2288,88.1,88.27,10,61,14,0.20000000000000284,6.48,109,151,120,146,298,317,283,"4.9","-4.9"
75,606192,"Hernández, Teoscar",284,26.4,0.275,0.261,0.368,0.536,0.378,0.314,0.238,19,69,92.6,10.4,2185,87.2,87.36,19,62,13,0.20000000000000284,6.43,109,151,122,148,304,322,293,"-5.5","5.5"
75,663647,"Hayes, Ke'Bryan",284,26.4,0.29,0.081,0.353,0.371,0.355,0.337,0.27,18,62,87.6,1.5,2173,89.2,89.49,6,57,18,0.29999999999999716,6.53,105,148,120,145,306,317,285,"-2.9","2.9"
74,673490,"Kim, Ha-Seong",305,24.3,0.215,0.2,0.24,0.415,0.313,0.299,0.227,14,65,86.9,18.5,2092,90.1,90.62,7,59,15,0.5,6.52,111,151,119,147,298,316,287,"-0.8","0.8"
74,592450,"Judge, Aaron",308,24,0.207,0.241,0.22,0.448,0.362,0.392,0.251,12,58,94.6,20.4,2347,88.7,88.92,11,55,19,0.20000000000000284,6.5,105,151,123,145,301,328,294,"-0.4","0.4"
74,670541,"Alvarez, Yordan",269,27.5,0.317,0.238,0.314,0.556,0.428,0.525,0.369,20,63,94.4,18.1,2271,89.6,89.71,6,61,13,0.10000000000000853,6.49,121,147,135,153,293,336,300,"-6.8","6.8"
74,680776,"Duran, Jarren",289,25.6,0.303,0.091,0.388,0.394,0.342,0.354,0.311,20,66,90.9,7,2161,88.7,88.65,16,66,8,0,6.28,117,146,116,151,284,320,305,"-1.6","1.6"
73,593428,"Bogaerts, Xander",294,24.8,0.215,0.077,0.232,0.292,0.277,0.335,0.284,14,65,84.7,13.8,2139,89,89.19,6,63,10,0.20000000000000284,6.56,111,151,124,149,300,320,290,"-0.3","0.3"
72,672580,"Garcia, Maikel",300,24,0.182,0.197,0.191,0.379,0.258,0.332,0.251,12,66,91.9,8.6,2327,89.4,90.13,10,60,12,0.6999999999999886,6.67,111,151,116,147,309,322,294,"1","-1"
72,543807,"Springer, George",248,29,0.222,0.127,0.231,0.349,0.306,0.338,0.278,14,63,87.2,11.9,2315,89.3,89.26,8,62,10,0,6.45,106,151,122,146,299,329,290,"3.5","-3.5"
72,665489,"Guerrero Jr., Vladimir",269,26.8,0.194,0.177,0.196,0.371,0.308,0.394,0.287,12,62,94.3,7.6,2245,90.2,90.25,11,60,12,0,6.47,106,151,122,146,303,330,292,"4.8","-4.8"
72,650333,"Arraez, Luis",275,26.2,0.254,0.063,0.291,0.317,0.31,0.324,0.273,16,63,84.3,11.9,2286,88.9,88.99,7,62,10,0.09999999999999432,6.43,120,148,112,151,284,315,297,"2.1","-2.1"
72,677951,"Witt Jr., Bobby",295,24.4,0.333,0.364,0.391,0.697,0.46,0.504,0.355,22,66,97.6,17.6,2312,88.8,89.5,14,64,8,0.7000000000000028,6.63,112,151,120,147,310,326,298,"-6.7","6.7"
72,571970,"Muncy, Max",326,22.1,0.246,0.246,0.344,0.492,0.357,0.335,0.23,15,61,87.9,30.8,2286,87.7,87.76,24,60,12,0.09999999999999432,6.34,115,143,121,150,296,323,299,"-0.6","0.6"
72,572233,"Walker, Christian",314,22.9,0.3,0.167,0.405,0.467,0.398,0.399,0.284,18,60,92.9,10.8,2193,88.9,89.34,17,57,15,0.3999999999999915,6.5,112,151,125,147,304,329,299,"-4.6","4.6"
71,596019,"Lindor, Francisco",257,27.6,0.131,0.066,0.13,0.197,0.214,0.335,0.268,8,61,89,16.1,2287,87.3,87.49,7,62,9,0.20000000000000284,6.54,114,147,122,150,291,322,300,"8.6","-8.6"
71,606466,"Marte, Ketel",255,27.8,0.286,0.222,0.294,0.508,0.364,0.391,0.31,18,63,93.9,3.3,2215,90.1,90.47,10,64,7,0.4000000000000057,6.43,114,149,118,149,297,329,301,"-7.1","7.1"
71,656941,"Schwarber, Kyle",268,26.5,0.242,0.145,0.308,0.387,0.329,0.35,0.255,15,62,94.7,13.7,2242,89.9,90.25,17,59,12,0.3999999999999915,6.49,121,146,125,152,296,324,301,"0.2","-0.2"
70,656305,"Chapman, Matt",266,26.3,0.2,0.169,0.217,0.369,0.279,0.331,0.249,13,65,94,19.7,2301,89.4,89.64,11,60,10,0.19999999999998863,6.46,109,152,122,146,305,327,298,"1.3","-1.3"
70,607208,"Turner, Trea",279,25.1,0.302,0.095,0.4,0.397,0.348,0.331,0.263,19,63,90.1,5.8,2296,89.3,89.81,12,58,12,0.5,6.56,105,150,116,146,303,319,291,"-4.3","4.3"
70,665161,"Peña, Jeremy",230,30.4,0.348,0.121,0.375,0.47,0.381,0.361,0.34,23,66,87.7,9,2251,88.6,88.75,5,63,7,0.20000000000000284,6.49,110,150,112,146,295,326,289,"-2.5","2.5"
70,666134,"Jones, Nolan",332,21.1,0.19,0.143,0.324,0.333,0.273,0.272,0.197,12,63,92.5,9.5,2249,89,89.52,15,50,20,0.5,6.49,115,147,120,151,293,325,303,"-0.9","0.9"
70,608070,"Ramírez, José",268,26.1,0.246,0.188,0.246,0.435,0.3,0.258,0.229,17,69,87.2,17.2,2248,88.4,88.51,8,68,2,0.09999999999999432,6.35,110,145,123,149,292,320,296,"-2.9","2.9"
70,680757,"Kwan, Steven",247,28.3,0.368,0.118,0.411,0.485,0.386,0.354,0.341,25,68,83,14.8,2236,89.7,88.36,9,67,3,-1.2999999999999972,6.32,115,147,107,152,277,312,297,"-2.2","2.2"
70,519203,"Rizzo, Anthony",265,26.4,0.274,0.081,0.34,0.355,0.328,0.286,0.228,17,62,86.6,13.9,2271,88.5,88.52,12,60,10,0,6.44,118,145,126,150,290,319,292,"-1.2","1.2"
70,641857,"McMahon, Ryan",304,23,0.373,0.186,0.476,0.559,0.444,0.364,0.277,22,59,94.2,9.6,2184,87.6,88.12,12,56,14,0.5,6.48,115,146,121,151,292,322,301,"-8","8"
69,673237,"Diaz, Yainer",262,26.3,0.302,0.175,0.308,0.476,0.361,0.327,0.269,19,63,92.1,3.6,2315,87.5,87.68,6,61,8,0.20000000000000284,6.51,111,151,119,147,296,329,289,"-2.8","2.8"
69,682998,"Carroll, Corbin",262,26.3,0.233,0.083,0.241,0.317,0.303,0.324,0.252,14,60,82,4.2,2173,90.6,91.01,4,59,10,0.4000000000000057,6.48,114,146,113,152,299,329,302,"1.5","-1.5"
69,808982,"Lee, Jung Hoo",247,27.9,0.242,0.081,0.246,0.323,0.275,0.321,0.292,15,62,92,5.8,2314,90.1,90.3,3,61,8,0.20000000000000284,6.49,117,145,116,151,287,317,302,"3","-3"
69,605137,"Bell, Josh",266,25.9,0.203,0.136,0.233,0.339,0.298,0.297,0.21,12,59,92,12.4,2205,90.2,90.27,12,58,11,0.09999999999999432,6.45,110,149,123,149,302,323,296,"-0.8","0.8"
69,571448,"Arenado, Nolan",243,28.4,0.273,0.106,0.304,0.379,0.295,0.265,0.246,18,66,85.2,11.3,2289,88.5,89.16,8,65,4,0.7000000000000028,6.64,106,151,122,146,301,321,292,"-2","2"
69,680869,"Gelof, Zack",261,26.4,0.194,0.161,0.263,0.355,0.278,0.31,0.235,12,62,88,4,2160,87.6,87.91,21,62,7,0.30000000000001137,6.59,107,151,117,144,300,322,292,"1.1","-1.1"
69,641487,"Crawford, J.P.",266,25.9,0.164,0.098,0.17,0.262,0.247,0.284,0.205,10,61,84.2,9.4,2203,89.8,90.27,7,56,13,0.5,6.54,117,148,114,151,288,316,294,"2.8","-2.8"
69,664023,"Happ, Ian",320,21.6,0.241,0.086,0.333,0.328,0.322,0.301,0.213,14,58,90.2,18.1,2226,90.2,90.39,14,56,13,0.20000000000000284,6.46,120,147,124,152,292,322,301,"-3.5","3.5"
69,650490,"Díaz, Yandy",294,23.5,0.206,0.095,0.235,0.302,0.254,0.268,0.228,13,63,89.3,4.9,2256,89.3,89.59,9,61,8,0.29999999999999716,6.56,110,151,124,148,310,330,295,"0.1","-0.1"
69,666971,"Gurriel Jr., Lourdes",269,25.7,0.297,0.234,0.3,0.531,0.383,0.382,0.308,19,64,91.5,16.4,2281,89.6,90.07,9,63,6,0.5,6.5,108,148,124,146,305,328,297,"-7.3","7.3"
69,666969,"García, Adolis",249,27.7,0.328,0.246,0.39,0.574,0.417,0.391,0.277,20,61,94,20.6,2390,89,88.9,16,61,8,-0.09999999999999432,6.37,105,150,120,145,307,326,296,"-8.3","8.3"
68,516782,"Marte, Starling",259,26.3,0.279,0.115,0.326,0.393,0.332,0.34,0.293,17,61,88.4,4.8,2291,89,89.32,9,58,10,0.29999999999999716,6.61,109,151,115,147,301,320,286,"-0.5","0.5"
68,687952,"Encarnacion-Strand, Christian",237,28.7,0.185,0.123,0.222,0.308,0.215,0.31,0.244,12,65,91.5,17.7,2225,89.5,89.75,17,64,4,0.29999999999999716,6.48,109,150,123,147,294,323,291,"4.2","-4.2"
68,657041,"Thomas, Lane",290,23.4,0.213,0.098,0.239,0.311,0.269,0.294,0.239,13,61,89.5,25,2240,88.3,88.63,7,55,13,0.29999999999999716,6.55,105,149,120,146,295,312,286,"1.3","-1.3"
68,665926,"Giménez, Andrés",243,28,0.31,0.121,0.353,0.431,0.362,0.294,0.237,18,58,85.1,6.7,2235,88.2,88.37,9,60,8,0.20000000000000284,6.37,110,142,111,149,283,316,295,"-6.5","6.5"
68,650559,"De La Cruz, Bryan",258,26.4,0.284,0.119,0.354,0.403,0.307,0.357,0.304,19,67,86.7,14.4,2226,89,89.07,17,67,1,0.09999999999999432,6.47,110,151,121,148,307,321,290,"-0.8","0.8"
68,673548,"Suzuki, Seiya",279,24.4,0.305,0.22,0.395,0.525,0.385,0.35,0.276,18,59,94.6,14,2261,89.7,89.97,17,58,10,0.29999999999999716,6.5,112,151,125,147,301,325,296,"-6.2","6.2"
68,679529,"Torkelson, Spencer",261,26.1,0.222,0.079,0.28,0.302,0.265,0.221,0.183,14,63,84.9,24,2289,88.9,88.09,12,62,6,-0.8000000000000114,6.61,107,151,121,147,299,325,293,"2.8","-2.8"
68,624585,"Soler, Jorge",261,26.1,0.228,0.228,0.244,0.456,0.35,0.348,0.233,13,57,90.4,22.9,2300,89.2,89.44,10,54,14,0.20000000000000284,6.54,103,152,123,146,304,327,301,"0.5","-0.5"
67,683002,"Henderson, Gunnar",241,27.8,0.233,0.233,0.262,0.467,0.331,0.361,0.275,14,60,95.7,15.2,2211,89.3,89.55,9,54,13,0.29999999999999716,6.56,119,147,123,151,297,325,302,"-0.7","0.7"
67,663697,"India, Jonathan",304,22,0.196,0.078,0.238,0.275,0.316,0.41,0.327,10,51,85.6,7.7,2232,90.3,90.61,4,46,21,0.29999999999999716,6.55,108,150,121,146,294,320,289,"-1.1","1.1"
67,678662,"Tovar, Ezequiel",251,26.7,0.317,0.217,0.41,0.533,0.394,0.314,0.234,19,60,91.2,25.4,2215,87.5,88.01,17,59,8,0.5,6.53,106,150,112,146,305,320,287,"-4.3","4.3"
67,607043,"Nimmo, Brandon",300,22.3,0.241,0.204,0.275,0.444,0.375,0.444,0.317,13,54,94.1,14.4,2265,88.6,87.6,9,51,16,-1,6.58,119,147,122,151,285,321,303,"-7.2","7.2"
67,680977,"Donovan, Brendan",278,24.1,0.273,0.218,0.289,0.491,0.387,0.368,0.265,15,55,90.5,15.8,2265,89.3,89.83,2,49,18,0.5,6.64,120,146,113,150,288,318,301,"-2.8","2.8"
67,669257,"Smith, Will",261,25.7,0.371,0.113,0.423,0.484,0.391,0.335,0.299,23,62,88,15,2155,89.2,89.22,9,62,5,0,6.34,107,150,122,147,304,319,290,"-7.2","7.2"
